id,product_id,store_id,price,stock_status,last_updated
149,30,4,22.51,in_stock,2026-02-24 19:03:10.657
150,30,5,20.88,low_stock,2026-02-23 19:03:10.657
151,31,1,53.48,in_stock,2026-02-28 19:03:10.657
152,31,2,54.05,in_stock,2026-02-20 19:03:10.657
153,31,3,60.43,in_stock,2026-02-26 19:03:10.657
154,31,4,64.6,in_stock,2026-03-03 19:03:10.657
155,31,5,49.57,in_stock,2026-02-27 19:03:10.657
156,32,1,45.41,in_stock,2026-02-21 19:03:10.657
157,32,2,50.96,low_stock,2026-02-21 19:03:10.657
158,32,3,52.71,in_stock,2026-02-20 19:03:10.657
159,32,4,43.56,in_stock,2026-03-01 19:03:10.657
160,32,5,43.23,in_stock,2026-02-26 19:03:10.657
161,33,1,23.37,out_of_stock,2026-02-23 19:03:10.657
162,33,2,19.54,in_stock,2026-02-27 19:03:10.657
163,33,3,18.91,in_stock,2026-02-26 19:03:10.657
164,33,4,19.89,in_stock,2026-02-23 19:03:10.657
165,33,5,21.54,in_stock,2026-02-19 19:03:10.657
166,34,1,74.93,in_stock,2026-03-02 19:03:10.657
167,34,2,78.47,in_stock,2026-02-25 19:03:10.657
168,34,3,75.37,in_stock,2026-02-28 19:03:10.657
169,34,4,76.95,out_of_stock,2026-02-18 19:03:10.657
170,34,5,93.94,in_stock,2026-02-20 19:03:10.657
171,35,1,278.8,in_stock,2026-02-19 19:03:10.657
172,35,2,244.46,out_of_stock,2026-03-01 19:03:10.657
173,35,3,241.31,in_stock,2026-03-01 19:03:10.657
174,35,4,223.28,in_stock,2026-02-23 19:03:10.657
175,35,5,267.05,in_stock,2026-02-19 19:03:10.657
176,36,1,61.9,low_stock,2026-02-19 19:03:10.657
177,36,2,61.88,in_stock,2026-02-19 19:03:10.657
178,36,3,53.09,in_stock,2026-02-19 19:03:10.657
179,36,4,68.87,in_stock,2026-02-20 19:03:10.657
180,36,5,64.37,in_stock,2026-03-03 19:03:10.657
181,37,1,257.58,in_stock,2026-03-02 19:03:10.657
182,37,2,278.04,in_stock,2026-03-03 19:03:10.657
183,37,3,299.13,in_stock,2026-02-21 19:03:10.657
184,37,4,266.94,in_stock,2026-02-24 19:03:10.657
185,37,5,313.41,in_stock,2026-02-23 19:03:10.657
186,38,1,91.95,in_stock,2026-02-23 19:03:10.657
187,38,2,71.99,in_stock,2026-02-27 19:03:10.657
188,38,3,89.82,in_stock,2026-02-28 19:03:10.657
189,38,4,87.9,in_stock,2026-02-20 19:03:10.657
190,38,5,86.0,in_stock,2026-02-18 19:03:10.657
191,39,1,109.42,in_stock,2026-02-21 19:03:10.657
192,39,2,106.28,in_stock,2026-02-21 19:03:10.657
193,39,3,118.01,in_stock,2026-03-01 19:03:10.657
194,39,4,107.75,in_stock,2026-02-20 19:03:10.657
195,39,5,106.85,in_stock,2026-03-03 19:03:10.657
196,40,1,20.49,in_stock,2026-02-21 19:03:10.657
197,40,2,18.2,in_stock,2026-02-24 19:03:10.657
198,40,3,19.35,in_stock,2026-02-24 19:03:10.657
199,40,4,20.4,in_stock,2026-02-23 19:03:10.657
200,40,5,18.8,out_of_stock,2026-02-24 19:03:10.657
201,41,1,48.69,in_stock,2026-02-18 19:03:10.657
202,41,2,56.76,out_of_stock,2026-02-27 19:03:10.657
203,41,3,54.78,low_stock,2026-02-28 19:03:10.657
204,41,4,49.63,in_stock,2026-02-20 19:03:10.657
205,41,5,57.05,out_of_stock,2026-03-01 19:03:10.657
206,42,1,19.1,in_stock,2026-02-27 19:03:10.657
207,42,2,20.63,in_stock,2026-02-28 19:03:10.657
208,42,3,18.53,low_stock,2026-02-25 19:03:10.657
209,42,4,15.97,in_stock,2026-02-24 19:03:10.657
210,42,5,19.52,in_stock,2026-02-20 19:03:10.657
211,43,1,101.44,in_stock,2026-02-26 19:03:10.657
212,43,2,100.79,in_stock,2026-02-26 19:03:10.657
213,43,3,121.57,in_stock,2026-03-02 19:03:10.657
214,43,4,127.82,in_stock,2026-03-03 19:03:10.657
215,43,5,126.55,in_stock,2026-02-26 19:03:10.657
216,44,1,107.94,in_stock,2026-02-18 19:03:10.657
217,44,2,126.81,in_stock,2026-02-25 19:03:10.657
218,44,3,132.8,in_stock,2026-02-27 19:03:10.657
219,44,4,109.26,in_stock,2026-02-27 19:03:10.657
220,44,5,128.46,in_stock,2026-02-27 19:03:10.657
221,45,1,55.6,in_stock,2026-02-19 19:03:10.657
222,45,2,54.56,out_of_stock,2026-03-03 19:03:10.657
223,45,3,61.8,in_stock,2026-02-23 19:03:10.657
224,45,4,57.46,in_stock,2026-03-03 19:03:10.657
225,45,5,63.8,in_stock,2026-02-22 19:03:10.657
226,46,1,19.9,in_stock,2026-02-27 19:03:10.657
227,46,2,18.46,low_stock,2026-02-23 19:03:10.657
228,46,3,16.53,in_stock,2026-02-26 19:03:10.657
229,46,4,17.36,in_stock,2026-02-20 19:03:10.657
230,46,5,21.11,in_stock,2026-02-21 19:03:10.657
231,47,1,61.85,in_stock,2026-02-21 19:03:10.657
232,47,2,64.89,in_stock,2026-03-01 19:03:10.657
233,47,3,58.67,in_stock,2026-02-19 19:03:10.657
234,47,4,66.89,in_stock,2026-02-26 19:03:10.657
235,47,5,76.63,in_stock,2026-03-01 19:03:10.657
236,48,1,187.98,in_stock,2026-03-01 19:03:10.657
237,48,2,176.87,in_stock,2026-02-28 19:03:10.657
238,48,3,178.29,in_stock,2026-02-28 19:03:10.657
239,48,4,206.31,in_stock,2026-02-25 19:03:10.657
240,48,5,179.07,in_stock,2026-02-28 19:03:10.657
241,49,1,69.51,in_stock,2026-03-03 19:03:10.657
242,49,2,72.06,in_stock,2026-02-26 19:03:10.657
243,49,3,64.24,in_stock,2026-02-21 19:03:10.657
244,49,4,78.2,in_stock,2026-03-02 19:03:10.657
245,49,5,67.29,in_stock,2026-02-25 19:03:10.657
246,50,1,332.86,in_stock,2026-02-27 19:03:10.657
247,50,2,351.73,low_stock,2026-03-03 19:03:10.657
248,50,3,284.63,in_stock,2026-02-19 19:03:10.657
249,50,4,356.1,in_stock,2026-02-22 19:03:10.657
250,50,5,318.35,in_stock,2026-02-18 19:03:10.657
251,51,1,93.45,in_stock,2026-02-24 19:03:10.657
252,51,2,85.91,in_stock,2026-03-01 19:03:10.657
253,51,3,83.31,out_of_stock,2026-03-02 19:03:10.657
254,51,4,104.62,in_stock,2026-02-21 19:03:10.657
255,51,5,102.06,low_stock,2026-03-02 19:03:10.657
256,52,1,67.95,in_stock,2026-02-19 19:03:10.657
257,52,2,59.65,in_stock,2026-03-03 19:03:10.657
258,52,3,69.79,in_stock,2026-03-01 19:03:10.657
259,52,4,69.42,in_stock,2026-02-25 19:03:10.657
260,52,5,70.82,in_stock,2026-03-02 19:03:10.657
261,53,1,38.8,low_stock,2026-02-28 19:03:10.657
262,53,2,39.86,in_stock,2026-02-22 19:03:10.657
263,53,3,35.21,in_stock,2026-02-24 19:03:10.657
264,53,4,38.54,in_stock,2026-02-18 19:03:10.657
265,53,5,45.81,in_stock,2026-02-28 19:03:10.657
266,54,1,46.98,in_stock,2026-02-25 19:03:10.657
267,54,2,49.11,in_stock,2026-03-03 19:03:10.657
268,54,3,42.22,low_stock,2026-02-21 19:03:10.657
269,54,4,45.27,in_stock,2026-02-21 19:03:10.657
270,54,5,45.33,in_stock,2026-02-24 19:03:10.657
271,55,1,115.73,in_stock,2026-02-25 19:03:10.657
272,55,2,128.53,in_stock,2026-03-03 19:03:10.657
273,55,3,145.49,in_stock,2026-02-23 19:03:10.657
274,55,4,117.03,in_stock,2026-02-28 19:03:10.657
275,55,5,126.56,in_stock,2026-02-28 19:03:10.657
276,56,1,40.78,in_stock,2026-02-27 19:03:10.657
277,56,2,36.51,in_stock,2026-02-22 19:03:10.657
278,56,3,37.45,in_stock,2026-02-25 19:03:10.657
279,56,4,46.12,in_stock,2026-02-22 19:03:10.657
280,56,5,36.96,in_stock,2026-02-28 19:03:10.657
281,57,1,31.05,in_stock,2026-02-25 19:03:10.657
282,57,2,31.34,in_stock,2026-02-25 19:03:10.657
283,57,3,35.52,in_stock,2026-02-26 19:03:10.657
284,57,4,38.49,out_of_stock,2026-03-01 19:03:10.657
285,57,5,34.26,in_stock,2026-02-23 19:03:10.657
286,58,1,77.27,in_stock,2026-02-21 19:03:10.657
287,58,2,76.83,in_stock,2026-02-26 19:03:10.657
288,58,3,70.89,in_stock,2026-03-02 19:03:10.657
289,58,4,67.48,in_stock,2026-03-02 19:03:10.657
290,58,5,73.38,in_stock,2026-02-25 19:03:10.657
291,59,1,29.61,in_stock,2026-02-18 19:03:10.657
292,59,2,33.64,in_stock,2026-02-20 19:03:10.657
293,59,3,30.66,in_stock,2026-02-24 19:03:10.657
294,59,4,28.14,in_stock,2026-02-24 19:03:10.657
295,59,5,26.67,in_stock,2026-02-19 19:03:10.657
296,60,1,96.09,in_stock,2026-02-25 19:03:10.657
297,60,2,80.14,in_stock,2026-03-03 19:03:10.657
298,60,3,86.14,in_stock,2026-02-22 19:03:10.657
299,60,4,88.35,in_stock,2026-02-22 19:03:10.657
300,60,5,80.38,in_stock,2026-02-20 19:03:10.657
301,61,1,29.25,in_stock,2026-03-03 19:03:10.657
302,61,2,32.89,in_stock,2026-02-19 19:03:10.657
303,61,3,32.11,low_stock,2026-03-03 19:03:10.657
304,61,4,33.83,in_stock,2026-02-20 19:03:10.657
305,61,5,35.01,out_of_stock,2026-02-25 19:03:10.657
306,62,1,39.09,low_stock,2026-02-18 19:03:10.657
307,62,2,35.98,low_stock,2026-03-01 19:03:10.657
308,62,3,30.89,low_stock,2026-02-27 19:03:10.657
309,62,4,39.44,in_stock,2026-02-22 19:03:10.657
310,62,5,33.28,low_stock,2026-02-24 19:03:10.657
311,63,1,177.94,in_stock,2026-03-02 19:03:10.657
312,63,2,186.04,in_stock,2026-03-01 19:03:10.657
313,63,3,171.75,in_stock,2026-03-03 19:03:10.657
314,63,4,184.41,in_stock,2026-03-01 19:03:10.657
315,63,5,211.33,low_stock,2026-03-02 19:03:10.657
316,64,1,38.38,in_stock,2026-03-02 19:03:10.657
317,64,2,40.25,out_of_stock,2026-02-24 19:03:10.657
318,64,3,37.28,in_stock,2026-02-24 19:03:10.657
319,64,4,42.64,in_stock,2026-02-20 19:03:10.657
320,64,5,41.66,in_stock,2026-02-19 19:03:10.657
321,65,1,22.91,in_stock,2026-02-27 19:03:10.657
322,65,2,24.1,in_stock,2026-02-27 19:03:10.657
323,65,3,27.54,in_stock,2026-02-28 19:03:10.657
324,65,4,23.39,in_stock,2026-02-27 19:03:10.657
325,65,5,28.63,in_stock,2026-02-26 19:03:10.657
326,66,1,35.98,in_stock,2026-02-28 19:03:10.657
327,66,2,41.29,in_stock,2026-02-19 19:03:10.657
328,66,3,36.41,in_stock,2026-03-03 19:03:10.657
329,66,4,36.43,in_stock,2026-02-18 19:03:10.657
330,66,5,37.97,in_stock,2026-02-26 19:03:10.657
331,67,1,133.82,in_stock,2026-03-02 19:03:10.657
332,67,2,134.27,in_stock,2026-02-18 19:03:10.657
333,67,3,158.24,low_stock,2026-02-26 19:03:10.657
334,67,4,155.07,in_stock,2026-02-22 19:03:10.657
335,67,5,143.7,in_stock,2026-03-03 19:03:10.657
336,68,1,22.79,in_stock,2026-02-22 19:03:10.657
337,68,2,24.62,in_stock,2026-02-26 19:03:10.657
338,68,3,23.06,in_stock,2026-02-27 19:03:10.657
339,68,4,22.29,in_stock,2026-02-28 19:03:10.657
340,68,5,28.11,in_stock,2026-02-25 19:03:10.657
341,69,1,65.01,in_stock,2026-02-27 19:03:10.657
342,69,2,54.2,in_stock,2026-02-24 19:03:10.657
343,69,3,62.66,in_stock,2026-03-02 19:03:10.657
344,69,4,67.13,in_stock,2026-03-01 19:03:10.657
345,69,5,64.31,in_stock,2026-03-01 19:03:10.657
346,70,1,54.96,in_stock,2026-02-27 19:03:10.657
347,70,2,59.42,in_stock,2026-03-03 19:03:10.657
348,70,3,53.55,in_stock,2026-02-26 19:03:10.657
349,70,4,55.23,in_stock,2026-02-19 19:03:10.657
350,70,5,64.84,in_stock,2026-02-28 19:03:10.657
351,71,1,39.89,in_stock,2026-03-03 19:03:10.657
352,71,2,40.41,in_stock,2026-03-02 19:03:10.657
353,71,3,45.04,in_stock,2026-02-26 19:03:10.657
354,71,4,40.73,in_stock,2026-03-03 19:03:10.657
355,71,5,35.82,in_stock,2026-02-19 19:03:10.657
356,72,1,138.35,in_stock,2026-02-22 19:03:10.657
357,72,2,138.98,in_stock,2026-03-01 19:03:10.657
358,72,3,110.85,in_stock,2026-02-23 19:03:10.657
359,72,4,111.78,in_stock,2026-02-25 19:03:10.657
360,72,5,123.26,in_stock,2026-02-19 19:03:10.657
361,73,1,61.05,in_stock,2026-03-03 19:03:10.657
362,73,2,76.22,in_stock,2026-03-03 19:03:10.657
363,73,3,69.05,in_stock,2026-03-02 19:03:10.657
364,73,4,74.83,in_stock,2026-02-18 19:03:10.657
365,73,5,74.58,in_stock,2026-02-18 19:03:10.657
366,74,1,14.2,in_stock,2026-02-18 19:03:10.657
367,74,2,14.08,in_stock,2026-02-22 19:03:10.657
368,74,3,14.18,in_stock,2026-02-23 19:03:10.657
369,74,4,13.9,in_stock,2026-03-01 19:03:10.657
370,74,5,14.31,in_stock,2026-02-28 19:03:10.657
371,75,1,196.31,in_stock,2026-02-19 19:03:10.657
372,75,2,237.97,in_stock,2026-02-26 19:03:10.657
373,75,3,201.37,in_stock,2026-02-23 19:03:10.657
374,75,4,249.63,in_stock,2026-02-21 19:03:10.657
375,75,5,221.32,in_stock,2026-02-25 19:03:10.657
376,76,1,44.85,in_stock,2026-02-23 19:03:10.657
377,76,2,45.52,in_stock,2026-02-22 19:03:10.657
378,76,3,52.91,in_stock,2026-02-24 19:03:10.657
379,76,4,49.91,in_stock,2026-02-24 19:03:10.657
380,76,5,50.89,in_stock,2026-02-25 19:03:10.657
381,77,1,173.3,in_stock,2026-02-25 19:03:10.657
382,77,2,188.02,in_stock,2026-02-23 19:03:10.657
383,77,3,196.28,in_stock,2026-02-21 19:03:10.657
384,77,4,174.63,low_stock,2026-02-26 19:03:10.657
385,77,5,211.53,in_stock,2026-03-03 19:03:10.657
386,78,1,88.45,low_stock,2026-02-21 19:03:10.657
387,78,2,93.22,in_stock,2026-02-18 19:03:10.657
388,78,3,71.99,in_stock,2026-02-20 19:03:10.657
389,78,4,89.96,in_stock,2026-02-24 19:03:10.657
390,78,5,77.31,in_stock,2026-02-19 19:03:10.657
391,79,1,60.42,in_stock,2026-02-28 19:03:10.657
392,79,2,58.48,in_stock,2026-02-19 19:03:10.657
393,79,3,62.12,in_stock,2026-02-22 19:03:10.657
394,79,4,62.56,in_stock,2026-03-01 19:03:10.657
395,79,5,62.16,out_of_stock,2026-02-24 19:03:10.657
396,80,1,28.27,in_stock,2026-02-23 19:03:10.657
397,80,2,28.54,in_stock,2026-02-28 19:03:10.657
398,80,3,28.04,in_stock,2026-02-27 19:03:10.657
399,80,4,32.52,low_stock,2026-03-01 19:03:10.657
400,80,5,33.53,in_stock,2026-02-19 19:03:10.657
401,81,1,192.26,in_stock,2026-02-26 19:03:10.657
402,81,2,216.42,in_stock,2026-02-23 19:03:10.657
403,81,3,194.99,low_stock,2026-03-02 19:03:10.657
404,81,4,176.79,in_stock,2026-02-18 19:03:10.657
405,81,5,184.68,in_stock,2026-02-27 19:03:10.657
406,82,1,64.53,in_stock,2026-03-01 19:03:10.657
407,82,2,64.22,in_stock,2026-02-24 19:03:10.657
408,82,3,61.69,in_stock,2026-03-03 19:03:10.657
409,82,4,62.98,in_stock,2026-02-27 19:03:10.657
410,82,5,69.67,out_of_stock,2026-02-22 19:03:10.657
411,83,1,110.06,low_stock,2026-02-20 19:03:10.657
412,83,2,83.65,in_stock,2026-03-01 19:03:10.657
413,83,3,91.89,in_stock,2026-02-25 19:03:10.657
414,83,4,98.21,low_stock,2026-03-01 19:03:10.657
415,83,5,97.52,in_stock,2026-03-03 19:03:10.657
416,84,1,22.17,in_stock,2026-02-26 19:03:10.657
417,84,2,24.28,in_stock,2026-02-23 19:03:10.657
418,84,3,23.68,in_stock,2026-02-22 19:03:10.657
419,84,4,23.0,in_stock,2026-02-18 19:03:10.657
420,84,5,25.56,in_stock,2026-02-19 19:03:10.657
421,85,1,42.89,in_stock,2026-03-02 19:03:10.657
422,85,2,40.46,in_stock,2026-02-21 19:03:10.657
423,85,3,50.16,in_stock,2026-02-27 19:03:10.657
424,85,4,52.66,in_stock,2026-02-18 19:03:10.657
425,85,5,47.19,in_stock,2026-02-21 19:03:10.657
426,86,1,31.61,in_stock,2026-02-23 19:03:10.657
427,86,2,33.0,in_stock,2026-03-03 19:03:10.657
428,86,3,26.8,in_stock,2026-02-25 19:03:10.657
429,86,4,28.07,in_stock,2026-02-19 19:03:10.657
430,86,5,27.34,in_stock,2026-02-21 19:03:10.657
431,87,1,52.3,in_stock,2026-02-28 19:03:10.657
432,87,2,46.6,in_stock,2026-02-21 19:03:10.657
433,87,3,48.26,in_stock,2026-03-01 19:03:10.657
434,87,4,46.47,in_stock,2026-02-21 19:03:10.657
435,87,5,40.25,low_stock,2026-02-19 19:03:10.657
436,88,1,61.4,in_stock,2026-02-25 19:03:10.657
437,88,2,68.0,in_stock,2026-02-24 19:03:10.657
438,88,3,54.25,in_stock,2026-03-01 19:03:10.657
439,88,4,56.87,in_stock,2026-02-28 19:03:10.657
440,88,5,64.39,in_stock,2026-02-20 19:03:10.657
441,89,1,69.45,low_stock,2026-02-27 19:03:10.657
442,89,2,65.61,in_stock,2026-02-23 19:03:10.657
443,89,3,65.03,in_stock,2026-02-23 19:03:10.657
444,89,4,70.29,in_stock,2026-02-28 19:03:10.657
445,89,5,54.34,in_stock,2026-03-01 19:03:10.657
446,90,1,76.65,in_stock,2026-02-20 19:03:10.657
447,90,2,75.27,in_stock,2026-02-26 19:03:10.657
448,90,3,75.01,in_stock,2026-02-22 19:03:10.657
449,90,4,76.14,low_stock,2026-02-21 19:03:10.657
450,90,5,92.52,out_of_stock,2026-02-18 19:03:10.657
451,91,1,46.95,in_stock,2026-02-18 19:03:10.657
452,91,2,41.57,in_stock,2026-03-03 19:03:10.657
453,91,3,40.45,in_stock,2026-02-22 19:03:10.657
454,91,4,45.82,in_stock,2026-02-25 19:03:10.657
455,91,5,42.67,in_stock,2026-03-01 19:03:10.657
456,92,1,46.17,in_stock,2026-03-02 19:03:10.657
457,92,2,53.33,in_stock,2026-03-01 19:03:10.657
458,92,3,54.51,in_stock,2026-03-01 19:03:10.657
459,92,4,54.39,in_stock,2026-02-20 19:03:10.657
460,92,5,45.02,in_stock,2026-02-18 19:03:10.657
461,93,1,158.57,in_stock,2026-02-18 19:03:10.657
462,93,2,174.96,in_stock,2026-02-21 19:03:10.657
463,93,3,134.97,low_stock,2026-02-20 19:03:10.657
