id,product_id,store_id,price,recorded_date
180,4,3,41.17,2026-03-01
181,4,4,39.33,2026-02-02
182,4,4,38.56,2026-02-05
183,4,4,37.79,2026-02-08
184,4,4,38.44,2026-02-11
185,4,4,38.28,2026-02-14
186,4,4,40.5,2026-02-17
187,4,4,39.25,2026-02-20
188,4,4,37.34,2026-02-23
189,4,4,38.03,2026-02-26
190,4,4,39.14,2026-03-01
191,4,5,34.52,2026-02-02
192,4,5,37.02,2026-02-05
193,4,5,37.96,2026-02-08
194,4,5,37.28,2026-02-11
195,4,5,34.69,2026-02-14
196,4,5,36.1,2026-02-17
197,4,5,37.09,2026-02-20
198,4,5,34.87,2026-02-23
199,4,5,35.12,2026-02-26
200,4,5,35.85,2026-03-01
201,5,1,159.82,2026-02-02
202,5,1,169.22,2026-02-05
203,5,1,163.93,2026-02-08
204,5,1,171.21,2026-02-11
205,5,1,167.47,2026-02-14
206,5,1,173.44,2026-02-17
207,5,1,162.97,2026-02-20
208,5,1,163.94,2026-02-23
209,5,1,162.43,2026-02-26
210,5,1,159.12,2026-03-01
211,5,2,169.91,2026-02-02
212,5,2,172.3,2026-02-05
213,5,2,169.54,2026-02-08
214,5,2,180.76,2026-02-11
215,5,2,178.84,2026-02-14
216,5,2,169.73,2026-02-17
217,5,2,167.3,2026-02-20
218,5,2,172.28,2026-02-23
219,5,2,165.82,2026-02-26
220,5,2,167.11,2026-03-01
221,5,3,180.68,2026-02-02
222,5,3,196.54,2026-02-05
223,5,3,179.93,2026-02-08
224,5,3,196.99,2026-02-11
225,5,3,185.77,2026-02-14
226,5,3,188.69,2026-02-17
227,5,3,185.91,2026-02-20
228,5,3,189.06,2026-02-23
229,5,3,185.76,2026-02-26
230,5,3,180.32,2026-03-01
231,5,4,168.94,2026-02-02
232,5,4,163.26,2026-02-05
233,5,4,168.02,2026-02-08
234,5,4,156.47,2026-02-11
235,5,4,163.68,2026-02-14
236,5,4,164.38,2026-02-17
237,5,4,161.64,2026-02-20
238,5,4,157.89,2026-02-23
239,5,4,166.51,2026-02-26
240,5,4,166.77,2026-03-01
241,5,5,185.48,2026-02-02
242,5,5,184.64,2026-02-05
243,5,5,196.14,2026-02-08
244,5,5,195.97,2026-02-11
245,5,5,187.24,2026-02-14
246,5,5,196.72,2026-02-17
247,5,5,200.7,2026-02-20
248,5,5,192.03,2026-02-23
249,5,5,185.82,2026-02-26
250,5,5,201.88,2026-03-01
251,6,1,32.76,2026-02-02
252,6,1,30.45,2026-02-05
253,6,1,30.99,2026-02-08
254,6,1,32.25,2026-02-11
255,6,1,32.73,2026-02-14
256,6,1,30.59,2026-02-17
257,6,1,30.12,2026-02-20
258,6,1,30.07,2026-02-23
259,6,1,31.8,2026-02-26
260,6,1,31.84,2026-03-01
261,6,2,37.89,2026-02-02
262,6,2,37.98,2026-02-05
263,6,2,39.13,2026-02-08
264,6,2,38.94,2026-02-11
265,6,2,37.6,2026-02-14
266,6,2,38.64,2026-02-17
267,6,2,37.54,2026-02-20
268,6,2,36.26,2026-02-23
269,6,2,38.58,2026-02-26
270,6,2,38.26,2026-03-01
271,6,3,39.06,2026-02-02
272,6,3,37.12,2026-02-05
273,6,3,39.49,2026-02-08
274,6,3,38.64,2026-02-11
275,6,3,36.85,2026-02-14
276,6,3,38.34,2026-02-17
277,6,3,39.97,2026-02-20
278,6,3,38.94,2026-02-23
279,6,3,38.17,2026-02-26
280,6,3,36.56,2026-03-01
281,6,4,37.95,2026-02-02
282,6,4,37.49,2026-02-05
283,6,4,35.17,2026-02-08
284,6,4,34.82,2026-02-11
285,6,4,36.09,2026-02-14
286,6,4,35.38,2026-02-17
287,6,4,36.44,2026-02-20
288,6,4,36.01,2026-02-23
289,6,4,37.07,2026-02-26
290,6,4,37.72,2026-03-01
291,6,5,34.9,2026-02-02
292,6,5,34.72,2026-02-05
293,6,5,32.85,2026-02-08
294,6,5,34.94,2026-02-11
295,6,5,33.36,2026-02-14
296,6,5,34.26,2026-02-17
297,6,5,34.05,2026-02-20
298,6,5,34.64,2026-02-23
299,6,5,35.39,2026-02-26
300,6,5,35.47,2026-03-01
301,7,1,277.73,2026-02-02
302,7,1,278.57,2026-02-05
303,7,1,302.54,2026-02-08
304,7,1,296.81,2026-02-11
305,7,1,294.81,2026-02-14
306,7,1,288.13,2026-02-17
307,7,1,285.91,2026-02-20
308,7,1,294.29,2026-02-23
309,7,1,304.71,2026-02-26
310,7,1,301.13,2026-03-01
311,7,2,320.96,2026-02-02
312,7,2,341.64,2026-02-05
313,7,2,334.42,2026-02-08
314,7,2,325.98,2026-02-11
315,7,2,316.06,2026-02-14
316,7,2,342.22,2026-02-17
317,7,2,314.44,2026-02-20
318,7,2,341.81,2026-02-23
319,7,2,315.98,2026-02-26
320,7,2,336.84,2026-03-01
321,7,3,327.39,2026-02-02
322,7,3,317.03,2026-02-05
323,7,3,311.27,2026-02-08
324,7,3,326.65,2026-02-11
325,7,3,313.24,2026-02-14
326,7,3,311.52,2026-02-17
327,7,3,322.41,2026-02-20
328,7,3,323.34,2026-02-23
329,7,3,328.15,2026-02-26
330,7,3,321.71,2026-03-01
331,7,4,351.41,2026-02-02
332,7,4,327.0,2026-02-05
333,7,4,331.66,2026-02-08
334,7,4,355.08,2026-02-11
335,7,4,346.56,2026-02-14
336,7,4,360.02,2026-02-17
337,7,4,334.93,2026-02-20
338,7,4,339.78,2026-02-23
339,7,4,339.4,2026-02-26
340,7,4,352.98,2026-03-01
341,7,5,301.52,2026-02-02
342,7,5,308.71,2026-02-05
343,7,5,297.59,2026-02-08
344,7,5,295.97,2026-02-11
345,7,5,292.62,2026-02-14
346,7,5,315.74,2026-02-17
347,7,5,310.98,2026-02-20
348,7,5,311.58,2026-02-23
349,7,5,296.59,2026-02-26
350,7,5,292.11,2026-03-01
351,8,1,62.22,2026-02-02
352,8,1,57.21,2026-02-05
353,8,1,62.12,2026-02-08
354,8,1,61.06,2026-02-11
355,8,1,59.58,2026-02-14
356,8,1,60.94,2026-02-17
357,8,1,59.3,2026-02-20
358,8,1,59.5,2026-02-23
359,8,1,59.54,2026-02-26
360,8,1,59.21,2026-03-01
361,8,2,55.24,2026-02-02
362,8,2,54.89,2026-02-05
363,8,2,56.29,2026-02-08
364,8,2,52.68,2026-02-11
365,8,2,51.32,2026-02-14
366,8,2,53.14,2026-02-17
367,8,2,54.82,2026-02-20
368,8,2,55.99,2026-02-23
369,8,2,54.16,2026-02-26
370,8,2,51.07,2026-03-01
371,8,3,53.95,2026-02-02
372,8,3,53.92,2026-02-05
373,8,3,52.95,2026-02-08
374,8,3,51.38,2026-02-11
375,8,3,53.18,2026-02-14
376,8,3,53.84,2026-02-17
377,8,3,52.44,2026-02-20
378,8,3,55.52,2026-02-23
379,8,3,52.77,2026-02-26
380,8,3,53.76,2026-03-01
381,8,4,50.23,2026-02-02
382,8,4,49.61,2026-02-05
383,8,4,53.3,2026-02-08
384,8,4,50.63,2026-02-11
385,8,4,52.12,2026-02-14
386,8,4,50.99,2026-02-17
387,8,4,53.17,2026-02-20
388,8,4,53.57,2026-02-23
389,8,4,50.41,2026-02-26
390,8,4,53.91,2026-03-01
391,8,5,56.94,2026-02-02
392,8,5,54.23,2026-02-05
393,8,5,54.73,2026-02-08
394,8,5,52.63,2026-02-11
395,8,5,53.92,2026-02-14
396,8,5,52.35,2026-02-17
397,8,5,53.72,2026-02-20
398,8,5,55.52,2026-02-23
399,8,5,52.7,2026-02-26
400,8,5,53.31,2026-03-01
401,9,1,32.43,2026-02-02
402,9,1,32.5,2026-02-05
403,9,1,31.3,2026-02-08
404,9,1,33.59,2026-02-11
405,9,1,31.51,2026-02-14
406,9,1,30.92,2026-02-17
407,9,1,32.05,2026-02-20
408,9,1,32.52,2026-02-23
409,9,1,32.57,2026-02-26
410,9,1,31.03,2026-03-01
411,9,2,31.54,2026-02-02
412,9,2,33.65,2026-02-05
413,9,2,31.67,2026-02-08
414,9,2,30.55,2026-02-11
415,9,2,30.57,2026-02-14
416,9,2,31.64,2026-02-17
417,9,2,32.72,2026-02-20
418,9,2,32.02,2026-02-23
419,9,2,33.17,2026-02-26
420,9,2,33.33,2026-03-01
421,9,3,32.63,2026-02-02
422,9,3,33.54,2026-02-05
423,9,3,32.84,2026-02-08
424,9,3,30.86,2026-02-11
425,9,3,31.6,2026-02-14
426,9,3,31.32,2026-02-17
427,9,3,30.86,2026-02-20
428,9,3,33.53,2026-02-23
429,9,3,32.2,2026-02-26
430,9,3,31.16,2026-03-01
431,9,4,31.69,2026-02-02
432,9,4,31.25,2026-02-05
433,9,4,32.81,2026-02-08
434,9,4,31.05,2026-02-11
435,9,4,33.52,2026-02-14
436,9,4,33.52,2026-02-17
437,9,4,30.69,2026-02-20
438,9,4,32.27,2026-02-23
439,9,4,30.58,2026-02-26
440,9,4,33.45,2026-03-01
441,9,5,28.59,2026-02-02
442,9,5,29.23,2026-02-05
443,9,5,29.3,2026-02-08
444,9,5,28.5,2026-02-11
445,9,5,27.41,2026-02-14
446,9,5,28.03,2026-02-17
447,9,5,27.14,2026-02-20
448,9,5,27.69,2026-02-23
449,9,5,29.26,2026-02-26
450,9,5,28.81,2026-03-01
451,10,1,18.06,2026-02-02
452,10,1,17.74,2026-02-05
453,10,1,17.56,2026-02-08
454,10,1,17.59,2026-02-11
455,10,1,17.57,2026-02-14
456,10,1,17.58,2026-02-17
457,10,1,17.69,2026-02-20
458,10,1,18.34,2026-02-23
459,10,1,18.53,2026-02-26
460,10,1,18.49,2026-03-01
461,10,2,18.62,2026-02-02
462,10,2,18.41,2026-02-05
463,10,2,17.27,2026-02-08
464,10,2,18.48,2026-02-11
465,10,2,17.13,2026-02-14
466,10,2,18.09,2026-02-17
467,10,2,17.65,2026-02-20
468,10,2,18.33,2026-02-23
469,10,2,18.38,2026-02-26
470,10,2,18.7,2026-03-01
471,10,3,19.31,2026-02-02
472,10,3,18.6,2026-02-05
473,10,3,18.7,2026-02-08
474,10,3,20.45,2026-02-11
475,10,3,19.18,2026-02-14
476,10,3,19.01,2026-02-17
477,10,3,18.78,2026-02-20
478,10,3,19.27,2026-02-23
479,10,3,19.2,2026-02-26
480,10,3,19.99,2026-03-01
481,10,4,16.77,2026-02-02
482,10,4,17.51,2026-02-05
483,10,4,16.75,2026-02-08
484,10,4,16.26,2026-02-11
485,10,4,16.71,2026-02-14
486,10,4,16.42,2026-02-17
487,10,4,16.05,2026-02-20
488,10,4,16.97,2026-02-23
489,10,4,16.51,2026-02-26
490,10,4,17.36,2026-03-01
491,10,5,16.47,2026-02-02
492,10,5,17.06,2026-02-05
493,10,5,17.11,2026-02-08
494,10,5,16.55,2026-02-11
495,10,5,17.16,2026-02-14
496,10,5,17.36,2026-02-17
497,10,5,17.63,2026-02-20
498,10,5,17.87,2026-02-23
499,10,5,17.24,2026-02-26
500,10,5,17.71,2026-03-01
501,11,1,18.95,2026-02-02
502,11,1,19.35,2026-02-05
503,11,1,18.35,2026-02-08
504,11,1,18.04,2026-02-11
505,11,1,18.0,2026-02-14
506,11,1,18.0,2026-02-17
507,11,1,18.28,2026-02-20
508,11,1,18.32,2026-02-23
509,11,1,17.86,2026-02-26
510,11,1,19.09,2026-03-01
511,11,2,21.13,2026-02-02
512,11,2,22.22,2026-02-05
513,11,2,21.78,2026-02-08
514,11,2,21.93,2026-02-11
515,11,2,21.93,2026-02-14
516,11,2,21.79,2026-02-17
517,11,2,22.54,2026-02-20
518,11,2,22.88,2026-02-23
519,11,2,21.44,2026-02-26
520,11,2,21.6,2026-03-01
521,11,3,17.99,2026-02-02
522,11,3,17.75,2026-02-05
523,11,3,17.58,2026-02-08
524,11,3,18.78,2026-02-11
525,11,3,18.2,2026-02-14
526,11,3,17.67,2026-02-17
527,11,3,17.57,2026-02-20
528,11,3,18.34,2026-02-23
529,11,3,18.76,2026-02-26
530,11,3,18.87,2026-03-01
531,11,4,21.47,2026-02-02
532,11,4,20.24,2026-02-05
533,11,4,20.16,2026-02-08
534,11,4,21.28,2026-02-11
535,11,4,21.19,2026-02-14
536,11,4,20.28,2026-02-17
537,11,4,20.52,2026-02-20
538,11,4,19.89,2026-02-23
539,11,4,21.32,2026-02-26
540,11,4,20.96,2026-03-01
541,11,5,22.25,2026-02-02
542,11,5,21.4,2026-02-05
543,11,5,21.03,2026-02-08
544,11,5,20.89,2026-02-11
545,11,5,21.66,2026-02-14
546,11,5,22.31,2026-02-17
547,11,5,20.48,2026-02-20
548,11,5,21.17,2026-02-23
549,11,5,21.92,2026-02-26
550,11,5,20.58,2026-03-01
551,12,1,40.28,2026-02-02
552,12,1,41.58,2026-02-05
553,12,1,43.33,2026-02-08
554,12,1,39.41,2026-02-11
555,12,1,42.16,2026-02-14
556,12,1,41.63,2026-02-17
557,12,1,42.8,2026-02-20
558,12,1,40.73,2026-02-23
559,12,1,43.11,2026-02-26
560,12,1,43.26,2026-03-01
561,12,2,36.05,2026-02-02
562,12,2,35.64,2026-02-05
563,12,2,37.78,2026-02-08
564,12,2,38.08,2026-02-11
565,12,2,37.59,2026-02-14
566,12,2,37.92,2026-02-17
567,12,2,36.85,2026-02-20
568,12,2,38.03,2026-02-23
569,12,2,35.81,2026-02-26
570,12,2,35.14,2026-03-01
571,12,3,41.63,2026-02-02
572,12,3,39.86,2026-02-05
573,12,3,43.12,2026-02-08
574,12,3,40.32,2026-02-11
575,12,3,40.78,2026-02-14
576,12,3,40.13,2026-02-17
577,12,3,42.35,2026-02-20
578,12,3,40.46,2026-02-23
579,12,3,41.06,2026-02-26
580,12,3,42.08,2026-03-01
581,12,4,41.54,2026-02-02
582,12,4,45.5,2026-02-05
583,12,4,44.68,2026-02-08
584,12,4,42.6,2026-02-11
585,12,4,45.11,2026-02-14
586,12,4,44.24,2026-02-17
587,12,4,43.48,2026-02-20
588,12,4,42.5,2026-02-23
589,12,4,43.4,2026-02-26
590,12,4,42.99,2026-03-01
591,12,5,35.57,2026-02-02
592,12,5,35.92,2026-02-05
593,12,5,36.62,2026-02-08
594,12,5,37.07,2026-02-11
595,12,5,37.71,2026-02-14
596,12,5,35.32,2026-02-17
597,12,5,35.36,2026-02-20
598,12,5,38.16,2026-02-23
599,12,5,36.9,2026-02-26
600,12,5,35.75,2026-03-01
601,13,1,105.75,2026-02-02
602,13,1,103.6,2026-02-05
603,13,1,102.91,2026-02-08
604,13,1,108.65,2026-02-11
605,13,1,98.98,2026-02-14
606,13,1,105.39,2026-02-17
607,13,1,106.01,2026-02-20
608,13,1,105.0,2026-02-23
609,13,1,105.06,2026-02-26
610,13,1,99.17,2026-03-01
611,13,2,114.96,2026-02-02
612,13,2,118.7,2026-02-05
613,13,2,119.16,2026-02-08
614,13,2,124.42,2026-02-11
615,13,2,122.94,2026-02-14
616,13,2,124.48,2026-02-17
617,13,2,121.13,2026-02-20
618,13,2,126.2,2026-02-23
619,13,2,118.19,2026-02-26
620,13,2,119.15,2026-03-01
621,13,3,109.39,2026-02-02
622,13,3,107.41,2026-02-05
623,13,3,113.35,2026-02-08
624,13,3,109.71,2026-02-11
625,13,3,115.47,2026-02-14
626,13,3,113.16,2026-02-17
627,13,3,105.9,2026-02-20
628,13,3,106.99,2026-02-23
629,13,3,107.86,2026-02-26
630,13,3,109.38,2026-03-01
631,13,4,105.17,2026-02-02
632,13,4,100.58,2026-02-05
633,13,4,102.6,2026-02-08
634,13,4,102.36,2026-02-11
635,13,4,108.57,2026-02-14
636,13,4,102.94,2026-02-17
637,13,4,98.73,2026-02-20
638,13,4,108.39,2026-02-23
639,13,4,108.31,2026-02-26
640,13,4,98.67,2026-03-01
641,13,5,119.47,2026-02-02
642,13,5,122.97,2026-02-05
643,13,5,119.5,2026-02-08
644,13,5,119.55,2026-02-11
645,13,5,121.66,2026-02-14
646,13,5,112.56,2026-02-17
647,13,5,113.32,2026-02-20
648,13,5,113.57,2026-02-23
649,13,5,112.3,2026-02-26
650,13,5,114.93,2026-03-01
651,14,1,39.27,2026-02-02
652,14,1,40.23,2026-02-05
653,14,1,39.49,2026-02-08
654,14,1,39.05,2026-02-11
655,14,1,42.73,2026-02-14
656,14,1,42.57,2026-02-17
657,14,1,42.49,2026-02-20
658,14,1,39.15,2026-02-23
659,14,1,41.22,2026-02-26
660,14,1,42.61,2026-03-01
661,14,2,44.51,2026-02-02
662,14,2,46.17,2026-02-05
663,14,2,46.31,2026-02-08
664,14,2,44.8,2026-02-11
665,14,2,43.46,2026-02-14
666,14,2,45.51,2026-02-17
667,14,2,45.53,2026-02-20
668,14,2,43.51,2026-02-23
669,14,2,44.26,2026-02-26
670,14,2,45.33,2026-03-01
671,14,3,42.01,2026-02-02
672,14,3,42.7,2026-02-05
673,14,3,41.92,2026-02-08
674,14,3,44.15,2026-02-11
675,14,3,41.66,2026-02-14
676,14,3,42.4,2026-02-17
677,14,3,43.84,2026-02-20
678,14,3,40.5,2026-02-23
679,14,3,41.78,2026-02-26
680,14,3,41.17,2026-03-01
681,14,4,47.54,2026-02-02
682,14,4,44.94,2026-02-05
683,14,4,47.34,2026-02-08
684,14,4,43.88,2026-02-11
685,14,4,47.46,2026-02-14
686,14,4,44.61,2026-02-17
687,14,4,44.62,2026-02-20
688,14,4,44.37,2026-02-23
689,14,4,47.13,2026-02-26
690,14,4,44.12,2026-03-01
691,14,5,39.05,2026-02-02
692,14,5,41.22,2026-02-05
693,14,5,41.44,2026-02-08
694,14,5,40.39,2026-02-11
695,14,5,41.66,2026-02-14
696,14,5,41.08,2026-02-17
697,14,5,42.38,2026-02-20
698,14,5,40.41,2026-02-23
699,14,5,42.09,2026-02-26
700,14,5,41.1,2026-03-01
701,15,1,46.93,2026-02-02
702,15,1,48.11,2026-02-05
703,15,1,45.73,2026-02-08
704,15,1,46.89,2026-02-11
705,15,1,44.45,2026-02-14
706,15,1,44.74,2026-02-17
707,15,1,46.62,2026-02-20
708,15,1,45.08,2026-02-23
709,15,1,47.67,2026-02-26
710,15,1,44.24,2026-03-01
711,15,2,46.89,2026-02-02
712,15,2,47.22,2026-02-05
713,15,2,43.95,2026-02-08
714,15,2,45.58,2026-02-11
715,15,2,45.58,2026-02-14
716,15,2,45.91,2026-02-17
717,15,2,44.6,2026-02-20
718,15,2,43.21,2026-02-23
719,15,2,44.59,2026-02-26
720,15,2,45.21,2026-03-01
721,15,3,38.39,2026-02-02
722,15,3,40.7,2026-02-05
723,15,3,37.43,2026-02-08
724,15,3,40.15,2026-02-11
725,15,3,37.93,2026-02-14
726,15,3,39.26,2026-02-17
727,15,3,37.28,2026-02-20
728,15,3,40.15,2026-02-23
729,15,3,39.54,2026-02-26
730,15,3,37.97,2026-03-01
731,15,4,40.16,2026-02-02
732,15,4,40.87,2026-02-05
733,15,4,41.15,2026-02-08
734,15,4,41.36,2026-02-11
735,15,4,38.75,2026-02-14
736,15,4,41.76,2026-02-17
737,15,4,42.76,2026-02-20
738,15,4,40.27,2026-02-23
739,15,4,39.94,2026-02-26
740,15,4,40.91,2026-03-01
741,15,5,44.25,2026-02-02
742,15,5,43.99,2026-02-05
743,15,5,43.35,2026-02-08
744,15,5,45.97,2026-02-11
745,15,5,43.78,2026-02-14
746,15,5,46.63,2026-02-17
747,15,5,45.02,2026-02-20
748,15,5,43.39,2026-02-23
749,15,5,43.76,2026-02-26
750,15,5,46.64,2026-03-01
751,16,1,73.29,2026-02-02
752,16,1,66.76,2026-02-05
753,16,1,68.38,2026-02-08
754,16,1,72.86,2026-02-11
755,16,1,68.69,2026-02-14
756,16,1,70.35,2026-02-17
757,16,1,68.78,2026-02-20
758,16,1,70.93,2026-02-23
759,16,1,69.65,2026-02-26
760,16,1,72.37,2026-03-01
761,16,2,67.47,2026-02-02
762,16,2,67.71,2026-02-05
763,16,2,64.83,2026-02-08
764,16,2,69.15,2026-02-11
765,16,2,67.63,2026-02-14
766,16,2,64.62,2026-02-17
767,16,2,65.02,2026-02-20
768,16,2,66.11,2026-02-23
769,16,2,67.34,2026-02-26
770,16,2,67.96,2026-03-01
771,16,3,69.8,2026-02-02
772,16,3,64.62,2026-02-05
773,16,3,64.84,2026-02-08
774,16,3,66.4,2026-02-11
775,16,3,66.27,2026-02-14
776,16,3,68.72,2026-02-17
777,16,3,69.6,2026-02-20
778,16,3,67.51,2026-02-23
779,16,3,68.21,2026-02-26
780,16,3,68.58,2026-03-01
781,16,4,58.88,2026-02-02
782,16,4,58.9,2026-02-05
783,16,4,57.16,2026-02-08
784,16,4,58.57,2026-02-11
785,16,4,57.76,2026-02-14
786,16,4,60.63,2026-02-17
787,16,4,58.48,2026-02-20
788,16,4,58.76,2026-02-23
789,16,4,62.3,2026-02-26
790,16,4,59.75,2026-03-01
791,16,5,72.06,2026-02-02
792,16,5,71.3,2026-02-05
793,16,5,73.38,2026-02-08
794,16,5,69.05,2026-02-11
795,16,5,73.93,2026-02-14
796,16,5,70.51,2026-02-17
797,16,5,68.0,2026-02-20
798,16,5,71.59,2026-02-23
799,16,5,68.33,2026-02-26
800,16,5,71.63,2026-03-01
801,17,1,167.86,2026-02-02
802,17,1,167.35,2026-02-05
803,17,1,156.17,2026-02-08
804,17,1,156.04,2026-02-11
805,17,1,167.66,2026-02-14
806,17,1,165.07,2026-02-17
807,17,1,171.05,2026-02-20
808,17,1,162.52,2026-02-23
809,17,1,157.61,2026-02-26
810,17,1,156.24,2026-03-01
811,17,2,140.24,2026-02-02
812,17,2,148.85,2026-02-05
813,17,2,145.92,2026-02-08
814,17,2,150.33,2026-02-11
815,17,2,150.68,2026-02-14
816,17,2,145.16,2026-02-17
817,17,2,139.79,2026-02-20
818,17,2,140.58,2026-02-23
819,17,2,146.42,2026-02-26
820,17,2,139.81,2026-03-01
821,17,3,160.74,2026-02-02
